Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Road,Road Width,Road Type,Posted,Amenities,Area (Sq. Meter),Build Area (Sq. Meter)
"House For Sale : House For Sale In Nagarjun, Kathmandu","Sitapaila, Nagarjun, Kathmandu",Kathmandu,17500000,5,4,3.0,1,North,,253,15 Feet,15 Feet,,3 months ago,"['Backyard', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Parking', 'Water Tank', 'Internet', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Cafeteria', 'CCTV']",182.96599,103.33719
"4.5 Anna Land On Sale At Checkpost : Land For Sale In Chandragiri, Kathmandu","checkpost, Chandragiri, Kathmandu",Kathmandu,1450000,0,0,,0,South East,,264,13 Feet,13 Feet,,3 months ago,[],143.08226,
"Modern European Design : House For Sale In Naxal, Kathmandu","Nearby Bhatbhateni, Naxal, Kathmandu",Kathmandu,65000000,6,5,2.0,1,East,,1.9K,12 Feet / Blacktopped,12 Feet , Blacktopped,3 months ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Kids Playground', 'Parking', 'Store Room']",6104.8433,
"1.5 Storey House On Sale At Matairtha : House For Sale In Chandragiri, Kathmandu","matatirtha, Chandragiri, Kathmandu",Kathmandu,9500000,3,1,,1,South,2076.0,713,13 Feet / Gravelled,13 Feet , Gravelled,3 months ago,[],66008.62,95.388176
"House For Sale In Thapathali, Kathmandu","Nearby Norvic Hospital, Thapathali, Kathmandu",Kathmandu,9000000,6,3,3.0,1,East,2064.0,8.2K,10 Feet / Paved,10 Feet , Paved,3 months ago,"['Fencing', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Solar Water', 'Water Well', 'Internet', 'Parking', 'Store Room']",3064.3506,278.70905
"Hattigauda Plotting : Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2900000,0,0,,0,East,,573,20 Feet / Gravelled,20 Feet , Gravelled,3 months ago,[],445.1448,
"Dahal Niwas For Sale. : House For Sale In Gairigaun, Kathmandu","104, Panchashil Galli,, Gairigaun, Kathmandu",Kathmandu,80000000,16,10,4.0,2,South,2010.0,226,8 Feet / Paved,8 Feet , Paved,3 months ago,"['Air Condition', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Water Tank', 'Parking', 'Intercom', 'Store Room', 'Drainage', 'Washing Machine', 'Microwave']",4578.6323,3561.1584
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","imadole, Imadol, Lalitpur",Lalitpur,20000000,3,3,,1,East,,280,0 Feet,0 Feet,,3 months ago,['Parking'],95.388176,
"Urgent Land Sale : Land For Sale In Dharan, Dharan","Dharan 20, Dharan, Dharan",Dharan,1600000,0,0,,0,East,,216,0 Meter / Gravelled,0 Meter , Gravelled,3 months ago,[],2370.34,2370.34
"Bhaktapur Land Sale 24 Anna (NEGOTIABLE) : Land For Sale In Kharipati, Bhaktapur","Bageshwori, Kharipati, Bhaktapur",Bhaktapur,1500000,0,0,,0,South,,164,20 Feet / Gravelled,20 Feet , Gravelled,3 months ago,[],763.1054,
"2 Room Available : Flat For Sale In Shrijana Chowk, Pokhara","Pokhara 8, Pratibha marga, Shrijana Chowk, Pokhara",Pokhara,11000,0,0,3.0,0,East,2073.0,206,12 Feet / Blacktopped,12 Feet , Blacktopped,3 months ago,"['Balcony', 'Drainage']",3561.1584,51.561176
"Comercial Co Residential : Land For Sale In Koteshwor, Kathmandu","Balkumari-8, Koteshwor, Kathmandu",Kathmandu,4100000,0,0,,0,South East,,137,18 Feet / Blacktopped,18 Feet , Blacktopped,3 months ago,[],508.73694,508.73694
"Residential And Personal : House For Sale In Bafal, Kathmandu","Gandakbasti, Bafal, Kathmandu",Kathmandu,31000000,7,3,3.0,1,South,2014.0,187,10 Feet / Blacktopped,10 Feet , Blacktopped,3 months ago,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Parking', 'Electricity Backup', 'Internet']",2034.9478,2034.9478
"Space On Rent For Office And Restaurant ... Baneshwor Chowk : Business For Rent In Baneshwor, Kathmandu","naya baneshwor, Baneshwor, Kathmandu",Kathmandu,495000,0,0,,0,East,,182,0 Feet,0 Feet,,3 months ago,"['Lift', 'Parking', 'CCTV']",102.19332,
"House For Sale In Butwal, Butwal","Bu. Na. Pa. 11, rupandehi, Butwal, Butwal",Butwal,900000,0,2,2.0,4,East,2014.0,195,50 Feet / Blacktopped,50 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Garden', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Parking', 'Internet', 'Kids Playground', 'Store Room']",270.88,130.06422
"Furnished Villa For Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,200000,5,4,,2,South,,248,0 Feet,0 Feet,,3 months ago,"['Internet', 'Modular Kitchen', 'Solar Water', 'TV Cable', 'Garden', 'Water Tank', 'Wifi', 'Kids Playground', 'Balcony', 'Microwave', 'Drainage', 'CCTV']",381.5527,
"Flat On Rent At Raniban : Flat For Rent In Nagarjun, Kathmandu","Raniban, Sungava Tole Gate 5, Nagarjun, Kathmandu",Kathmandu,15000,2,1,,1,South East,2017.0,856,12 Feet / Blacktopped,12 Feet , Blacktopped,3 months ago,[],111.48362,
"Semi Commercial Shared Office Space : Office Space For Rent In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,20000,0,1,1.0,1,South,2006.0,448,14 Feet / Paved,14 Feet , Paved,3 months ago,"['Garden', 'Wifi', 'Water Supply', 'Water Tank', 'Parking', 'Internet', 'Intercom']",2082.6418,51.09666
"Prime Location House Is For Sale : House For Sale In Gwarko, Lalitpur","Imadol, Gwarko, Lalitpur",Lalitpur,17500000,3,3,,1,North West,2016.0,1.6K,13 Feet / Blacktopped,13 Feet , Blacktopped,3 months ago,[],23.847044,23.847044
"Beautiful Designed House In Peaceful Area Is On Sale : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,19500000,5,3,3.0,1,North East,,1K,20 Feet,20 Feet,,3 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'TV Cable', 'Water Well', 'Water Tank', 'Internet', 'Wifi', 'Parking', 'Balcony', 'Drainage']",1526.2108,167.03963
"House For Rent In Gatthaghar, Bhaktapur","Near Nagrik Hospital Gatthaghar, Gatthaghar, Bhaktapur",Bhaktapur,60000,5,0,0.0,6,North,,180,20 Feet / Blacktopped,20 Feet , Blacktopped,3 months ago,"['Balcony', 'Modular Kitchen', 'Wifi', 'Water Supply', 'Internet', 'Parking']",46.451508,18.580603
"Office Space For Rent In Gatthaghar, Bhaktapur","Gatthaghar Nagrik Hospital, Gatthaghar, Bhaktapur",Bhaktapur,11000,0,0,0.0,5,North,,176,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,3 months ago,"['Parking', 'Internet', 'Wifi', 'Balcony', 'Drainage', 'Water Supply']",46.451508,18.580603
"House For Rent At Chobhar Kathmandu : House For Rent In Chovar, Kathmandu","chobhar, Chovar, Kathmandu",Kathmandu,60000,3,4,2.0,2,East,2019.0,548,0 Feet,0 Feet,,3 months ago,"['Modular Kitchen', 'Water Supply', 'Garden', 'Parking', 'Kids Playground', 'Balcony']",222.5724,
"4 Ropani Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,East,,325,20 Feet / Blacktopped,20 Feet , Blacktopped,3 months ago,[],32559.164,
"Fully Furnished Brand New Bungalow For Sale In Dhapasi, Kunwar Colony : House For Sale In Budhanilkantha, Kathmandu","Dhapasi, Kunwar Colony, Budhanilkantha, Kathmandu",Kathmandu,65000000,5,4,2.0,1,East,2076.0,459,20 Feet / Blacktopped,20 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",4069.8955,
"6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","6 Bhk 20 Anna Bungalow For Sale At Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,150000000,6,6,2.0,4,East,,537,18 Feet / Blacktopped,18 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Drainage', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Cafeteria', 'Electricity Backup', 'Internet', 'Kids Playground']",10174.738,
"10 Anna Land For Sale At Budhanilkantha In Great Residential Community : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha In Great Residential Community, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,East,,258,16 Feet / Blacktopped,16 Feet , Blacktopped,3 months ago,[],5087.369,
"6 Ropani Exceptionally Beautiful Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,250000000,5,7,2.0,20,East,,848,18 Feet / Blacktopped,18 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Jacuzzi']",48838.746,
"South Face Perfect Piece Of 8 Anna Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,,0,South,,178,15 Feet / Blacktopped,15 Feet , Blacktopped,3 months ago,[],4069.8955,
"6 Anna New House For Sale At Pasikot, 400 Meters From Main Highway : House For Sale In Budhanilkantha, Kathmandu","Pasikot, 400 Meters From Main Highway, Budhanilkantha, Kathmandu",Kathmandu,37000000,6,6,3.0,2,East,2075.0,259,16 Feet / Blacktopped,16 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",3052.4216,
"Brand New Beautiful House For Sale At Sundarbasti, Bhangal. : House For Sale In Budhanilkantha, Kathmandu","Sundarbasti, Bhangal, Budhanilkantha, Kathmandu",Kathmandu,19000000,4,3,2.0,1,East,2076.0,347,15 Feet / Blacktopped,15 Feet , Blacktopped,3 months ago,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Drainage', 'Washing Machine', 'Water Supply', 'Water Well', 'Water Tank', 'Parking', 'Internet']",1526.2108,
"12 Anna House Opposite Rastra Bank At Baluwatar, Beside Subisu Office : House For Sale In Baluwatar, Kathmandu","Opposite Rastra Bank At Baluwatar, Beside Subisu Office, BLOCK 1, Baluwatar, Kathmandu",Kathmandu,105000000,6,5,3.0,3,East,,309,16 Feet / Blacktopped,16 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Parking', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet', 'Kids Playground']",6104.8433,
"10 Anna Land For Sale Beside Sher Bahadur Deuba House, Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Land For Sale Beside Sher Bahadur Deuba House, Budhanilkantha., Budhanilkantha, Kathmandu",Kathmandu,4500000,0,0,,0,East,,174,25 Feet / Blacktopped,25 Feet , Blacktopped,3 months ago,[],5087.369,
"6 Anna Purba Mohada Land For Sale At Deuba Chowk, 150 Mtr From Highway : Land For Sale In Budhanilkantha, Kathmandu","Deuba Chowk, 150 Mtr From Highway, Budhanilkantha, Kathmandu",Kathmandu,3400000,0,0,,0,East,,93,16 Feet / Blacktopped,16 Feet , Blacktopped,3 months ago,[],3052.4216,
"House On Rent : House For Rent In Bakhundol, Lalitpur","bakhundole sanepa, Bakhundol, Lalitpur",Lalitpur,280000,5,5,,3,North,2019.0,257,0 Feet,0 Feet,,3 months ago,"['Backyard', 'Lawn', 'Balcony']",5596.106,1526.2108
"Dhapasi Bungalow : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,65000000,5,6,3.0,3,South East,2076.0,197,22 Feet / Blacktopped,22 Feet , Blacktopped,3 months ago,"['Garage', 'Lawn', 'Balcony', 'Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Maintenance', 'Security Staff', 'Store Room']",254.36847,143.08226
"Flat For Rent : Flat For Rent In Kusunti, Lalitpur","Smritinagar, Kusunti, Lalitpur",Lalitpur,25000,2,2,1.0,1,East,,294,0 Feet,0 Feet,,3 months ago,"['Parking', 'Water Well', 'Water Supply', 'Backyard', 'Garden', 'Drainage', 'Water Tank']",92.903015,
"House For Sale In Imadol, Lalitpur","Bhandhari marga., Imadol, Lalitpur",Lalitpur,19500000,5,3,2.5,1,West,2076.0,1.4K,20 Feet / Blacktopped,20 Feet , Blacktopped,3 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",63592.117,1534.1598
"Hotel On Rent At Thamel , Kathmandu : Business For Rent In Thamel, Kathmandu","thamel, Thamel, Kathmandu",Kathmandu,1800000,43,20,,0,East,,537,0 Feet,0 Feet,,3 months ago,[],1017.4739,
"Brand New House For Sale (2 Crore 45 Lakhs) Negotiable. : House For Sale In Sitapaila, Kathmandu","Nagarjun, Aadeswor, Sitapaila, Kathmandu",Kathmandu,24000000,8,5,3.0,1,West,2019.0,699,14 Feet / Paved,14 Feet , Paved,3 months ago,"['Jacuzzi', 'Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Modular Kitchen']",2034.9478,2034.9478
"Hotel For Rent At Lakeside,Pokhara : Business For Rent In Lakeside, Pokhara","lakeside, Lakeside, Pokhara",Pokhara,800000,31,31,,6,East,,555,0 Feet,0 Feet,,3 months ago,[],63.592117,
"Flat In Rent Just Near Nepal Polytechnic College Vhojad : Flat For Rent In Bharatpur, Chitwan","Bharatpur11,vhojad, Bharatpur, Chitwan",Chitwan,13000,2,2,3.0,1,West,2019.0,232,19 Meter / Alley,19 Meter , Alley,3 months ago,[],169.3,
"House On Rent At Rose Villa , Siddhartha Colony : House For Rent In Budhanilkantha, Kathmandu","rudhreswor, Budhanilkantha, Kathmandu",Kathmandu,200000,4,4,,2,East,,308,0 Feet,0 Feet,,3 months ago,"['Modular Kitchen', 'Water Supply', 'Garden', 'Balcony', 'Parking', 'CCTV']",158.98029,
"Brand New House For Rent : House For Rent In Bhangal, Kathmandu","Sundarbasti Bhangal, Bhangal, Kathmandu",Kathmandu,95000,4,2,2.0,1,East,2019.0,240,12 Feet / Gravelled,12 Feet , Gravelled,3 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Parking', 'Solar Water', 'Garden', 'Wifi', 'Water Well', 'Water Tank', 'Electricity Backup', 'TV Cable']",206.67438,206.67438
"Land On Rent At Bhaktapur : Land For Rent In Bhaktapur, Bhaktapur","thimi, Bhaktapur, Bhaktapur",Bhaktapur,600000,0,0,,0,East,,189,0 Feet,0 Feet,,3 months ago,[],2543.6846,
"LAND For Sale At Bharatpur-19 (20 Lakhs Per Kattha) : Land For Sale In Bharatpur, Chitwan","Bharatpur 19, Bharatpur, Chitwan",Chitwan,2000000,0,0,,0,East,,536,20 Feet / Gravelled,20 Feet , Gravelled,3 months ago,[],5925.85,
"Rose Village Bakot House Sale : House For Sale In Madhyapur Thimi, Bhaktapur","Rose Village Balkot, Madhyapur Thimi, Bhaktapur",Bhaktapur,35000000,3,4,,3,East,2072.0,978,30 Feet / Blacktopped,30 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Balcony', 'Fencing']",2058.7947,232.25754
"House On Rent At Naya Bazar : House For Rent In Khusibu, Kathmandu","naya bazar, Khusibu, Kathmandu",Kathmandu,250000,17,19,,4,East,,226,0 Feet,0 Feet,,3 months ago,"['Modular Kitchen', 'Water Supply', 'CCTV', 'Balcony']",190.77635,
"Civil Home Khumaltar House On Rent : House For Rent In Dhapakhel, Lalitpur","khumaltar, Dhapakhel, Lalitpur",Lalitpur,60000,4,3,,2,East,,342,0 Feet,0 Feet,,3 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'Swimming Pool', 'Internet', 'TV Cable', 'Garden', 'Kids Playground', 'Gym', 'Wifi', 'CCTV', 'Balcony', 'Cafeteria']",95.388176,
"Newly Constructed House : House For Sale In Tikathali, Lalitpur","changathali, Tikathali, Lalitpur",Lalitpur,20000000,5,2,4.0,1,East,2076.0,988,15 Feet / Gravelled,15 Feet , Gravelled,3 months ago,"['Water Tank', 'Frontyard', 'Parking', 'Frontyard']",2034.9478,2034.9478
"House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,23500000,6,4,3.0,1,West,2072.0,7.5K,13 Feet / Gravelled,13 Feet , Gravelled,3 months ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Parking', 'Store Room']",2034.9478,
"House For Sale In Jorpati, Kathmandu","104 Continental Homes, Narayantar, Jorpati-6, Jorpati, Kathmandu",Kathmandu,24000000,4,4,2.0,1,South,2010.0,609,18 Feet / Blacktopped,18 Feet , Blacktopped,3 months ago,"['Balcony', 'Backyard', 'Garden', 'Water Tank', 'Parking', 'Security Staff', 'Store Room']",1556.0278,158.30675
"Premium Land For Sale In Pokhara : Land For Sale In Pokhara, Pokhara","Habeli Marg, Chinnedanda, Pokhara, Kaski, Pokhara, Pokhara",Pokhara,700000,0,0,,0,West,,783,18 Feet / Soil Stabilized,18 Feet , Soil Stabilized,3 months ago,[],2543.6846,183.94801
"Luxurious And Spacious 4 Bhk Flat In A Posh Location At Sanepa : Flat For Rent In Sanepa, Lalitpur","Status Enclave Apartments, Sanepa, Sanepa, Lalitpur",Lalitpur,80000,4,3,,1,East,,742,0 Feet,0 Feet,,3 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Water Supply', 'Electricity Backup', 'Lift']",170.29123,
"Flat For Rent : Flat For Rent In Thankot, Kathmandu","Chandagiri, Thankot, Kathmandu",Kathmandu,16000,2,1,3.0,0,South,2009.0,697,7 Feet / Gravelled,7 Feet , Gravelled,3 months ago,"['Backyard', 'Frontyard', 'Balcony', 'Water Well', 'Water Supply', 'Kids Playground']",69951.33,190.77635
"Modern, Earthquake-Resistant House For Sale : House For Sale In Tikathali, Lalitpur","Mahalaxmi, Tikathali, Lalitpur",Lalitpur,40000000,4,4,3.0,2,South,2006.0,1.4K,150 Meter / Paved,150 Meter , Paved,3 months ago,"['Garage', 'Balcony', 'Microwave', 'Garden', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Wifi']",4590.5615,
"Flat For Rent : Flat For Rent In Thaiba, Lalitpur","NB Colony , Thaiba, Thaiba, Lalitpur",Lalitpur,18000,1,1,,1,South West,2002.0,368,20 Feet / Blacktopped,20 Feet , Blacktopped,3 months ago,"['Lawn', 'Garden']",540.53296,74.32241
"Personal : Land For Sale In Kapan, Kathmandu","Budhanilkantha Municipality-11, Paiyutar, Kapan, Kathmandu",Kathmandu,3000000,0,0,,0,South,,237,21 Feet,21 Feet,,3 months ago,[],382.18863,
"First Floor Flat At Bhaisepati : Flat For Rent In Bhaisepati, Lalitpur","karyabinayak party place, Bhaisepati, Lalitpur",Lalitpur,25000,2,2,,1,East,,653,0 Feet,0 Feet,,3 months ago,[],445.1448,
"Beautiful 4BHK Bungalow : House For Sale In Balkot, Bhaktapur","Rose Village, Balkot, Bhaktapur",Bhaktapur,39999999,4,3,3.0,2,South,2071.0,20.6K,28 Feet / Blacktopped,28 Feet , Blacktopped,3 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']",76013.24,2547.6646
"Land For Sale In Gokarneshwor, Kathmandu","Gokarna, Ward No:02, Gokarneshwor, Kathmandu",Kathmandu,2000000,0,0,,0,West,,682,14 Feet / Paved,14 Feet , Paved,3 months ago,[],5087.369,
"Vinayak Colony House On Rent : House For Rent In Bhaisepati, Lalitpur","vinayak colony, Bhaisepati, Lalitpur",Lalitpur,60000,2,2,,1,East,,757,0 Feet,0 Feet,,3 months ago,"['Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Kids Playground']",158.98029,
"House For Rent At Comfort Housing Sitapaila : House For Rent In Sitapaila, Kathmandu","sitapaila, Sitapaila, Kathmandu",Kathmandu,65000,3,3,,2,East,,211,0 Feet,0 Feet,,3 months ago,"['Balcony', 'Gym', 'Garden', 'Swimming Pool', 'Water Tank', 'Water Supply', 'Maintenance']",190.77635,
"House For Sale In Shantinagar, Kathmandu","New Baneshwor, Shantinagar, Kathmandu",Kathmandu,43500000,7,3,3.0,1,West,,1.9K,13 Feet / Blacktopped,13 Feet , Blacktopped,3 months ago,"['Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']",3585.0056,
"One Room At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,10000,1,1,,0,East,,362,0 Feet,0 Feet,,3 months ago,[],95.388176,
"Flat At Sanepa : Flat For Rent In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,25000,4,2,,1,East,,390,0 Feet,0 Feet,,3 months ago,[],95.388176,
"First Floor Flat At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,20000,1,1,,0,East,,234,0 Feet,0 Feet,,3 months ago,[],95.388176,
"Full Furnished House On Rent Karyabinayak Colony : House For Rent In Karyabinayak, Lalitpur","bhaisepati, Karyabinayak, Lalitpur",Lalitpur,100000,4,4,,1,East,,185,0 Feet,0 Feet,,3 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Garden']",127.184235,
"House : House For Rent In Bakhundol, Lalitpur","bakhundol, Bakhundol, Lalitpur",Lalitpur,270000,5,4,2.0,12,South,2045.0,886,13 Feet / Blacktopped,13 Feet , Blacktopped,3 months ago,"['Frontyard', 'Parking', 'Water Well', 'Balcony', 'Solar Water', 'Garage', 'Backyard', 'Lawn', 'Kids Playground', 'Store Room', 'Water Tank', 'Security Staff']",1017.4739,278.70905
